;index;video_id;view_count;like_count;favorite_count;comment_count;positive_score;negative_score;neutral_score;compound_score
490;490;DdrEMcel3nw;572474;20827;0;824;0.188;0.069;0.743;0.9996
491;491;45aA4LEys7g;438158;17143;0;1014;0.25;0.04;0.71;0.9999
492;492;NJ6W0VznNYI;537604;17125;0;2200;0.13;0.132;0.738;0.1513
493;493;R8N2zKxy1zY;616837;24592;0;1183;0.232;0.062;0.707;0.9999
494;494;eR7GK7ZCp5k;677737;24657;0;1623;0.267;0.056;0.676;0.9999
495;495;YpjUtfGhNkc;669046;26419;0;1847;0.222;0.047;0.731;0.9997
496;496;PXNjFcUX5Po;681869;28672;0;787;0.03;0.012;0.957;0.9926
497;497;lwg-nhor_v8;570092;21129;0;844;0.208;0.055;0.737;0.9998
498;498;8yF5omB76VA;522211;18013;0;1011;0.04;0.01;0.95;0.9967
499;499;GXMvOoevy9M;1319854;33207;0;7930;0.025;0.009;0.965;0.9882
500;500;Tmb8KilwJ4s;968828;17791;0;1142;0.224;0.086;0.69;0.9974
501;501;h2kNE4fHiQs;617543;22363;0;1647;0.229;0.049;0.722;0.9998
502;502;C7rWK4p2_yg;566334;21620;0;1393;0.222;0.101;0.677;0.9996
503;503;xo91RUvtA-c;960352;106783;0;7399;0.24;0.04;0.72;0.9994
504;504;DEz2W5ZpObk;875099;36732;0;1823;0.318;0.069;0.614;0.9999
505;505;X8sHhzBPUrU;1068137;103696;0;11290;0.339;0.073;0.588;0.987
506;506;DBjm9C8fKiA;703454;36550;0;2544;0.231;0.072;0.696;0.9998
507;507;q9llNVNdSiU;804875;21185;0;1217;0.175;0.068;0.757;0.9968
508;508;EmxajK5B8sk;539336;16627;0;719;0.232;0.073;0.695;0.9986
509;509;QbWUFq82B2k;568958;22356;0;744;0.252;0.102;0.646;0.9994
510;510;P-aEZ5QCLfU;434040;18938;0;678;0.242;0.066;0.692;0.9997
511;511;FQDGXMdiAHQ;596221;16303;0;534;0.184;0.052;0.763;0.9989
512;512;gJCEw51Afdk;628558;31238;0;1251;0.209;0.05;0.741;0.9999
513;513;C9gFg7WjpdY;1067320;32089;0;1025;0.257;0.053;0.69;0.9993
514;514;4W9D38KoRmg;750443;38763;0;1379;0.258;0.095;0.647;0.9985
515;515;oT42C-HrTDk;666862;24356;0;942;0.23;0.077;0.693;0.9996
516;516;ClGL-3aCCQg;691173;23843;0;3417;0.25;0.079;0.671;0.9999
517;517;qsJkzzAss6A;634815;20938;0;5452;0.187;0.061;0.752;0.999
518;518;mp0kxefVzd8;1184560;97493;0;6421;0.303;0.042;0.656;0.9998
519;519;q46wjZqfao8;683371;27566;0;848;0.22;0.094;0.686;0.9995
520;520;UWAI_x0hc30;445207;23025;0;3868;0.027;0.003;0.969;0.9936
521;521;G1rr2aE6hz0;636821;20494;0;1351;0.184;0.091;0.725;0.9994
522;522;o-ow_QeucbI;854049;26945;0;1767;0.246;0.058;0.695;0.9999
523;523;VDrwnwhOMeY;1412278;37720;0;1663;0.221;0.073;0.706;0.9997
524;524;FmcSw_hvbjI;559515;30082;0;451;0.232;0.092;0.676;0.9972
525;525;BmqjQ2pvLTs;139466;5272;0;491;0.285;0.041;0.674;0.9998
526;526;GF5JFjG96Jo;439627;15315;0;894;0.264;0.043;0.693;0.9996
527;527;lxkFgkEscY4;466894;19104;0;504;0.228;0.078;0.694;0.9998
528;528;D5koM8xithk;904370;28942;0;1801;0.253;0.088;0.66;0.9999
529;529;28EeUzoEQnU;653829;18277;0;1186;0.221;0.057;0.722;0.9996
530;530;YRrnIgIGdoY;914592;23504;0;1260;0.171;0.065;0.763;0.9994
531;531;ROwhpbEMiUs;1250657;34701;0;1499;0.249;0.07;0.681;0.9999
532;532;7M-MHrLOt9k;515198;14630;0;669;0.18;0.091;0.73;0.9995
533;533;No5uBGX7t-M;275064;4438;0;370;0.272;0.043;0.685;0.9998
534;534;pJqj_9GZe9w;653831;24709;0;1152;0.206;0.062;0.732;0.9998
535;535;LuVfXZcEQuo;546663;19844;0;2032;0.256;0.086;0.658;0.9999
536;536;Nl8otbwNnpE;754352;19714;0;1584;0.206;0.063;0.731;0.9997
537;537;4oDX9EtEsas;579119;21882;0;622;0.019;0.016;0.965;0.6705
538;538;FkY7DlLKw40;148128;2400;0;119;0.283;0.04;0.677;0.9992
539;539;_AY5Kds5JMY;1032587;21362;0;1039;0.025;0.004;0.971;0.9894
540;540;F6hXHgcweBw;682549;26424;0;1537;0.023;0.006;0.971;0.9868
541;541;RIWMJvZCIbs;573076;22665;0;1288;0.23;0.046;0.723;0.9999
542;542;BikVGKsLMwk;586823;21793;0;1956;0.225;0.056;0.719;0.9994
543;543;ZUfN4-Rx_mI;628531;41691;0;3952;0.207;0.057;0.735;0.9994
544;544;erLNU0cJvkY;709121;19709;0;1015;0.19;0.07;0.74;0.9992
545;545;-JdamvzP6a0;613094;27199;0;1758;0.241;0.061;0.698;0.9998
546;546;xoGsWdg5jVA;1070328;43622;0;3742;0.203;0.09;0.707;0.9991
547;547;4AA46NCfA48;1315053;73230;0;8686;0.017;0.011;0.972;0.9371
548;548;ieIT_g7p9TY;440389;21422;0;778;0.239;0.079;0.683;0.9986
549;549;LDlW9c2Q6dA;575358;19616;0;947;0.235;0.051;0.715;0.9998
550;550;GJ6rylW5D7I;615897;27778;0;727;0.263;0.058;0.68;0.998
551;551;IawuVi5QCvU;477392;17756;0;874;0.008;0.001;0.991;0.9001
552;552;qmiiZiKXvkY;449878;15655;0;729;0.209;0.063;0.729;0.9998
553;553;0HUAB1D0bEk;108604;4711;0;583;0.222;0.057;0.721;0.9991
554;554;n5GRSSLFwts;496546;21146;0;1303;0.247;0.068;0.684;0.9989
555;555;StBtJ8RUvwc;615834;33622;0;1623;0.237;0.064;0.699;0.9999
556;556;Ft0CwhlcjPU;581468;18567;0;1080;0.281;0.074;0.646;0.9999
557;557;pP1SPkt753Y;587434;15310;0;1120;0.169;0.088;0.743;0.9973
558;558;MvfhaiBE3pM;583628;26847;0;923;0.206;0.114;0.68;0.9983
559;559;dot4q4E_ZyE;791472;27500;0;1391;0.178;0.057;0.764;0.9996
560;560;4m4tlwOs-Zk;508733;19771;0;917;0.2;0.06;0.74;0.9997
561;561;lBtiTFTNCoY;640753;18880;0;1446;0.284;0.067;0.649;0.9996
562;562;1bMOCi9UcWI;705674;20127;0;2006;0.245;0.082;0.673;0.9995
563;563;aDUh3tTbxPs;502312;17947;0;1397;0.266;0.077;0.657;0.9996
564;564;yNMv4cVM0WY;591795;20980;0;996;0.305;0.069;0.627;1.0
565;565;WrUh0C26rqA;717785;25168;0;2213;0.229;0.039;0.731;0.9998
566;566;VOCaNUreZiU;715575;22454;0;1043;0.246;0.053;0.701;0.9994
567;567;tMCTN6j-S5I;591636;21192;0;975;0.247;0.06;0.693;0.9999
568;568;_4k3MC0bMh8;577485;18428;0;1670;0.198;0.07;0.732;0.9998
569;569;uZjZ6AwBMQI;469114;13612;0;561;0.19;0.06;0.749;0.9986
570;570;Dw-GN1YjG0k;344374;8081;0;909;0.182;0.052;0.766;0.9904
571;571;HFz680rNaLU;867665;36120;0;2166;0.245;0.088;0.668;0.9998
572;572;-vu-KOHhb1Q;719387;19450;0;1016;0.293;0.046;0.661;0.9997
573;573;9kqeG_PobUA;707875;39189;0;2118;0.273;0.087;0.64;0.9995
574;574;LFLKIE2AgEk;700658;37345;0;2675;0.211;0.061;0.728;0.9973
575;575;5HpT14Jydcs;1025977;25587;0;2433;0.208;0.092;0.701;0.9996
576;576;ll-SILZmTyE;1519952;17950;0;1177;0.239;0.069;0.692;0.9987
577;577;JALZDQoQ20k;593172;17635;0;1107;0.198;0.048;0.754;0.9994
578;578;B663NcBRo7I;601772;15839;0;824;0.234;0.062;0.704;0.9998
579;579;O2oQ0vtBT7U;615116;21265;0;1607;0.032;0.011;0.956;0.9914
580;580;r-FVZIkDNxI;734261;45699;0;1945;0.243;0.097;0.66;0.9972
581;581;VfaH9zCtDRw;715745;21531;0;1195;0.226;0.08;0.694;0.9998
582;582;HR4rrWrNTok;592523;26666;0;1134;0.155;0.071;0.774;0.995
583;583;xUO26vGNEyA;630045;32348;0;2263;0.22;0.075;0.705;0.9999
584;584;g36sPZik45c;687745;22644;0;5476;0.216;0.067;0.717;0.9999
585;585;mIuqPjKYoUE;432571;15558;0;1147;0.03;0.007;0.963;0.9919
586;586;nl0sYThTlVw;683931;19222;0;1379;0.2;0.04;0.76;0.9977
587;587;wkxhjeiJo3A;602774;20799;0;2388;0.227;0.063;0.71;0.9998
588;588;UMige1w_1ys;526864;21459;0;753;0.019;0.011;0.971;0.9313
589;589;xtbU9KbZ2_g;503605;22017;0;825;0.204;0.07;0.726;0.9975
590;590;dBFa-hI6M2U;604106;22919;0;1932;0.04;0.001;0.958;0.9978
591;591;5A36Xwj9SEU;647240;31505;0;743;0.226;0.074;0.699;0.9975
592;592;kBkz1SQuh0o;533849;14263;0;899;0.308;0.053;0.638;0.9999
593;593;Z1gEaH10n7I;679355;25656;0;1201;0.216;0.099;0.685;0.9357
594;594;Ahb7j7rbbMM;1146140;36010;0;6546;0.194;0.054;0.752;0.9996
595;595;iHcSxjG9kGg;693628;31453;0;1644;0.237;0.053;0.71;0.9999
596;596;pGluXomrsHM;822001;22724;0;950;0.181;0.057;0.762;0.9996
597;597;KTf6LcuvgZE;542209;22695;0;2368;0.271;0.086;0.643;0.9999
598;598;bJpRsR_gFzg;561365;6284;0;393;0.198;0.122;0.68;0.9927
599;599;lafIhAHm2uQ;489145;19166;0;1047;0.213;0.088;0.699;0.9985
600;600;ND_Z0BnRMxA;903444;22482;0;1255;0.248;0.083;0.669;0.9995
601;601;ZXz2lHWE--4;881510;25031;0;1121;0.167;0.085;0.748;0.9968
602;602;sfIZYEX6na4;933891;23158;0;1086;0.215;0.087;0.698;0.9996
603;603;1mPn_5C-6As;231715;7279;0;453;0.175;0.027;0.798;0.9888
604;604;cX0S48iH6x4;1199877;34682;0;2408;0.039;0.009;0.952;0.9991
605;605;njGqG6hQCRk;510346;12914;0;2718;0.024;0.01;0.966;0.9855
606;606;hEjvCdunsMM;653814;20939;0;1521;0.163;0.051;0.786;0.9995
607;607;-a-Wq6FnNHA;734532;40741;0;2561;0.013;0.006;0.981;0.959
608;608;OU4cuXR9dKY;585287;19056;0;2849;0.266;0.055;0.679;0.9999
609;609;RVyWEFq5gO4;720435;28881;0;1081;0.032;0.019;0.949;0.9794
610;610;v33_23PJ_jQ;1016495;37574;0;2549;0.169;0.078;0.752;0.9991
611;611;jmVV4VHToHc;798779;25913;0;1961;0.212;0.058;0.73;0.9994
612;612;8lZdJ-XTU24;714844;40697;0;2068;0.227;0.068;0.705;0.9998
613;613;xNZqBOe4YVg;552743;22224;0;1362;0.264;0.069;0.667;0.9999
614;614;LUsOpcQdBys;863022;22049;0;1832;0.231;0.084;0.686;0.9996
615;615;qGanQFvZhWs;489905;21979;0;2168;0.028;0.009;0.963;0.9935
616;616;Kyy6_mXJ0EQ;537437;23150;0;801;0.177;0.119;0.705;0.9974
617;617;eLotnLzLWpE;506011;5254;0;343;0.192;0.103;0.705;0.9913
618;618;AVzve8UalQA;604870;14543;0;893;0.175;0.065;0.76;0.9995
619;619;ywwD6lkY9t0;629313;31225;0;1804;0.043;0.01;0.947;0.9978
620;620;HHKXeFH1X2U;836767;21555;0;958;0.257;0.07;0.673;0.9961
621;621;gzQb1FIFkvQ;714407;27547;0;2665;0.243;0.073;0.683;0.9999
622;622;UPowAj1wnUM;809311;19916;0;1649;0.198;0.078;0.724;0.9995
623;623;JLsNpjPuu4w;995547;29494;0;1170;0.205;0.053;0.742;0.9976
624;624;AjX4_k_DPjc;1251402;34936;0;2267;0.281;0.054;0.664;0.9999
625;625;5JPzlvi3kdc;569339;24745;0;755;0.257;0.052;0.69;0.9999
626;626;9_9BIP369aU;780225;28067;0;2674;0.152;0.1;0.749;0.9976
627;627;_Z61bNLW6l8;531302;19412;0;903;0.212;0.072;0.716;0.9998
628;628;tcAhKOa-L_Y;844772;29361;0;2833;0.235;0.07;0.696;0.9991
629;629;G_PutQ7uUEg;801064;26194;0;1526;0.171;0.085;0.743;0.9979
630;630;D59ZgO_Ltsc;457191;13902;0;1001;0.263;0.053;0.685;0.9997
631;631;-SslwXGo25w;60563;2773;0;482;0.278;0.05;0.672;0.9996
632;632;hSX9GIas09M;718789;22687;0;1494;0.217;0.084;0.699;0.9995
633;633;Y5ELNpJEKgM;454906;7367;0;452;0.197;0.075;0.728;0.9962
634;634;_9AhkpNhXhg;335549;4143;0;247;0.097;0.107;0.796;-0.7946
635;635;cGNWleFXMow;952598;19934;0;1242;0.198;0.084;0.718;0.9994
636;636;ewp4QUbpcxY;442382;16348;0;807;0.208;0.071;0.72;0.9996
637;637;Z0g2Q_LJd-4;712142;33820;0;1709;0.233;0.088;0.678;0.9999
638;638;DJ37Z6WDj4E;794008;36610;0;1519;0.278;0.055;0.667;0.9998
639;639;0u-P3chJ5Xg;519856;18318;0;1027;0.218;0.061;0.721;0.9996
640;640;pINdQXEJefI;960695;34006;0;1418;0.225;0.075;0.7;0.9988
641;641;h0OKoVebxQM;980544;21914;0;927;0.234;0.052;0.714;0.9994
642;642;T_SwoDlC1v8;573130;14868;0;1007;0.184;0.062;0.754;0.9995
643;643;SUyRm4FUmSc;78514;3548;0;281;0.276;0.049;0.674;0.9998
644;644;XW3V5Ta5Ydc;400770;16025;0;3044;0.219;0.071;0.71;0.9997
645;645;M8NaFpYnBlU;794030;23886;0;2089;0.276;0.076;0.648;0.9994
646;646;fg0Bb-qwmL0;542889;37609;0;6439;0.02;0.015;0.965;0.875
647;647;txzoylyq3SI;467952;13100;0;574;0.205;0.069;0.726;0.9956
648;648;acGdywmDf3k;686298;33780;0;2658;0.235;0.075;0.69;0.9992
649;649;QGPZPStYu4Y;625638;24935;0;1231;0.209;0.066;0.725;0.9997
650;650;AxozMhyGy0g;572214;18591;0;1019;0.326;0.011;0.663;0.9944
651;651;31p9f1vSsrw;749851;26103;0;2112;0.26;0.057;0.684;0.9999
652;652;JZNlhLRAjMw;648138;20805;0;1115;0.243;0.032;0.725;0.9998
653;653;yPECavrNDFM;629355;26025;0;2276;0.017;0.007;0.976;0.9595
654;654;DjO8kfrINfw;685701;27770;0;733;0.181;0.079;0.74;0.9992
655;655;Ljl2nLFnyiM;489729;18666;0;1178;0.226;0.066;0.708;0.9995
656;656;7q3-PiJy7yE;663271;40882;0;1425;0.231;0.042;0.726;0.9934
657;657;sccbJOPbOF0;337402;12193;0;949;0.249;0.041;0.709;0.9995
658;658;gO-XnNx7QaA;583277;26917;0;2212;0.244;0.083;0.673;0.9976
659;659;Ha5RroPuqE8;1411682;28579;0;1668;0.272;0.065;0.663;0.9998
660;660;C6lfhuO3oxk;611078;23606;0;1780;0.206;0.071;0.723;0.9998
661;661;HES7mjykdX4;683913;19149;0;944;0.18;0.075;0.746;0.9987
662;662;H-eBoWsm1K4;163682;2834;0;252;0.191;0.046;0.763;0.9992
663;663;wb7KInyW2AY;746746;29572;0;1745;0.031;0.004;0.964;0.9953
664;664;_H4Pkxq8l3o;92742;4500;0;529;0.231;0.081;0.688;0.9956
665;665;CGrYHwbkrwg;844955;24544;0;2020;0.237;0.058;0.706;0.9998
666;666;J_FgUoaKLns;429318;26165;0;995;0.192;0.076;0.732;0.9997
667;667;1EApyMGsNJ8;730279;19783;0;952;0.202;0.118;0.68;0.9995
668;668;A3kKEhvuJ5E;87651;3650;0;618;0.211;0.047;0.742;0.9956
669;669;fmagPrWCIAE;676572;18158;0;1219;0.253;0.07;0.676;0.999
670;670;OniiDH-iaD8;973360;22269;0;1654;0.186;0.059;0.755;0.999
671;671;pt-wNAj8p-A;467922;22704;0;1101;0.278;0.074;0.648;0.9991
672;672;HI972KdqtV4;728968;36614;0;2294;0.03;0.003;0.968;0.9948
673;673;e934WvSNCao;607885;18918;0;1272;0.296;0.071;0.633;0.9999
674;674;GfErbmlbYIo;478672;18867;0;1354;0.266;0.035;0.699;0.9999
675;675;LtvxtjdctLE;769111;40262;0;1682;0.231;0.069;0.7;0.9995
676;676;wLY89119Yhs;931359;22408;0;2333;0.155;0.076;0.769;0.9984
677;677;9tIxPXLZDjk;544780;18405;0;5662;0.03;0.008;0.962;0.9918
678;678;J7YHJ6O_134;479497;13441;0;655;0.241;0.044;0.715;0.9986
679;679;Oz2g90wMsss;960487;21837;0;1431;0.234;0.087;0.679;0.9996
680;680;vaHyd-dcyc8;735482;20689;0;1609;0.2;0.065;0.735;0.9997
681;681;5gqq1fGnv6g;94619;4317;0;573;0.25;0.062;0.687;0.9988
682;682;3aHlPZuyUxc;1217451;32732;0;1399;0.029;0.008;0.963;0.9963
683;683;8QNLQrJtgg0;451890;16701;0;776;0.178;0.082;0.74;0.9995
684;684;4iBSPonssfA;825493;22043;0;1132;0.232;0.075;0.693;0.9984
685;685;ZzJnVx8xvIQ;614995;21066;0;2442;0.191;0.062;0.747;0.9997
686;686;ir8RUywNrpc;619841;23599;0;1046;0.204;0.092;0.704;0.9998
687;687;G70OkVfeHE8;1248096;33032;0;1318;0.253;0.054;0.693;0.9993
688;688;8BW4-A81xIg;545162;21403;0;818;0.208;0.084;0.708;0.9997
689;689;Vj_PEedAGWs;1558390;38899;0;1915;0.179;0.064;0.757;0.9985
690;690;eUpfRndjc9c;1064259;36227;0;1438;0.213;0.085;0.702;0.9998
691;691;k6RMOnJEL-o;715634;19097;0;1739;0.131;0.033;0.835;0.9981
692;692;CucyUZeBgWA;478674;20236;0;1418;0.022;0.017;0.961;0.936
693;693;k5JBINyNBS4;955291;24353;0;1222;0.154;0.103;0.743;0.9975
694;694;QllC_Wr6kzc;475654;15418;0;580;0.027;0.006;0.968;0.9939
695;695;a1nO2SO6HSw;297095;11327;0;1688;0.332;0.029;0.639;0.9987
696;696;2XqKASxFJP0;613953;18942;0;1359;0.267;0.027;0.706;0.9992
697;697;Si-IZIgi6Zw;661734;34801;0;1408;0.283;0.064;0.653;1.0
698;698;jFPCsaDnB2c;730996;19954;0;2552;0.181;0.047;0.772;0.9982
699;699;sTtNSElS7HU;515717;22042;0;694;0.233;0.061;0.706;0.9998
700;700;IpjReKbCjf4;449700;15598;0;798;0.199;0.058;0.744;0.9998
701;701;Bm3s-7rZrKs;734777;19382;0;1515;0.259;0.076;0.665;0.9998
702;702;ZlMrxdd9t-E;861642;30392;0;1888;0.022;0.013;0.965;0.9844
703;703;r_c7K8Ipztg;529721;13940;0;859;0.175;0.085;0.74;0.9986
704;704;ESP6HWGX3wo;535415;19396;0;968;0.208;0.082;0.71;0.999
705;705;VEpP_HWSvKs;678534;17188;0;1170;0.219;0.061;0.72;0.9993
706;706;MiWBlpifOVM;569224;24127;0;1395;0.21;0.079;0.711;0.9997
707;707;xOlKDxSwZCM;1408567;32649;0;1753;0.168;0.051;0.781;0.9996
708;708;02SO3juNCsQ;686025;17522;0;869;0.234;0.074;0.691;0.9999
709;709;RQo7wQz0sYo;835970;23092;0;1138;0.166;0.06;0.774;0.9325
710;710;eHRmhWVwqwg;388758;10559;0;842;0.104;0.046;0.849;0.4588
711;711;Zecz9Tn0DoY;517562;18870;0;1345;0.036;0.005;0.958;0.9988
712;712;T7Ckb5iC2OA;599592;19423;0;571;0.19;0.091;0.719;0.9997
713;713;dJ9aOaXNXvQ;713771;33717;0;1946;0.241;0.088;0.672;0.9967
714;714;h2PZTziUS9k;482852;16093;0;1271;0.204;0.063;0.734;0.9985
715;715;ZE4Z_iQ5_nU;614893;26075;0;1693;0.238;0.059;0.703;0.9998
716;716;WeGY1j18oQ4;712798;27193;0;2335;0.188;0.075;0.737;0.9992
717;717;g2dhcGRlvzM;1157195;37221;0;2673;0.279;0.054;0.667;0.9998
718;718;jEaX0MgFBZM;460589;23286;0;812;0.213;0.089;0.699;0.9992
719;719;J7VLnh83ysM;1265486;34039;0;1376;0.176;0.084;0.74;0.9959
720;720;GmMN7G4Hfug;700995;13225;0;2111;0.187;0.05;0.763;0.9998
721;721;whGEe2c5QHI;1246943;34030;0;1707;0.031;0.004;0.965;0.9987
722;722;G9LUfk4Ft24;555862;22719;0;1082;0.216;0.087;0.697;0.9996
723;723;rkcwCkR7-tQ;561540;26377;0;998;0.225;0.071;0.705;0.9999
724;724;rZfgum1AgHo;857338;31640;0;1515;0.238;0.054;0.708;0.9996
725;725;AYSy3pohIaE;134381;2477;0;182;0.217;0.103;0.68;0.9982
726;726;Z5nuOTf_FyY;599750;24031;0;1522;0.242;0.058;0.7;0.9994
727;727;5NPgN8CW3iQ;683061;34275;0;2077;0.025;0.022;0.953;0.6486
728;728;3ZYXpzfh1uA;647855;15436;0;1392;0.183;0.085;0.732;0.9987
729;729;x5MePb5i3P0;591682;17223;0;1065;0.245;0.081;0.675;0.9997
730;730;DoRJMc21f6c;576178;19036;0;1066;0.194;0.064;0.742;0.9997
731;731;kkn3EkPisBk;761897;32730;0;1931;0.194;0.092;0.714;0.9997
732;732;Iu-fcseTVAs;832518;32973;0;1604;0.014;0.002;0.983;0.9709
733;733;CHC06zEktGY;466616;21811;0;1598;0.216;0.078;0.706;0.9993
734;734;NHh7W0c9j8w;1082778;22526;0;1269;0.235;0.043;0.722;0.9999
735;735;vTKmRbhIRXE;430482;11600;0;626;0.188;0.063;0.749;0.9992
